Unnamed: 0,Source,Target
45963,"'Do we tell him that we love him? Just like us, men want to express our love for them.'",'ከም እነፍቅሮ ንነግሮዶ? ልክዕ ከማና፡ ደቂ ተባዕትዮ’ውን ከም እነፍቅሮም ብቓላትና ክንገልጸሎም ይደልዩ እዮም።'
66325,'A number of plans have been made to promote Gerset 's agriculture in all its forms.','” ሕርሻ ገርሰት ብዂሉ መዳዩ ንምድንፋዕ ብዙሕ መደባት ክትግበር ውጥን ተታሒዙ ኣሎ።'
31235,'The extremist group performed the kidnapping last Saturday.','እቲ ጥሩፍ ጉጅለ ዝሓለፈ ቀዳም’ዩ ነቲ ጭውያ ፈጺምዎ።'
53436,"'When a fever suddenly arises, it can cause them to have seizures.'",'ረስኒ ሃንደበት ምስ ዝልዕል ድማ ከም ሳዕቤን ምንፍርፋር ክገብረሎም ይኽእል።'
73130,'She 'd be out at the front of her job and call Hayle.','ኣብ ኣፍደገ ስራሓ ወጺኣ ንሃይለ ኣጸዊዓ’ያ ትዛረቦ ነይራ።'
89279,"'Oh, what can my friend say? ""She expressed her shock.'",'“እዋእ! መሓዛይ እንታይ ክንብሎ?” ስንባደኣ ገለጸት።'
38026,'Mendefera City Community Court Dehab David - Betelhem Tadesse Emmanuel.','ኮማዊ ቤት ፍርዲ ከተማ መንደፈራ ደሃብ ዳዊት - ቤተልሄም ታደሰ እምነት ኣማኑኤል።'
73484,"'It 's unbelievable that you' re using your oath to lie, even if you 're using it? """" I 'm right.'",'’ ክትብል ፈጺሙ’ዩ ዘይእመን፣ ዋላስ እዛ ማሕላኻ ንሓሶት ክትጥቀመላ ጀሚርካ?” “ሓቁ’ዩ ዓርከኒ።'
8538,"'Then Adonijah the son of Haggith exalted himself, saying, I will be king: and he prepared him chariots and horsemen, and fifty men to run before him.'",'ሽዑ ኣዶንያ ወዲ ሓጊት፡ ኣነ ኽነግስ እየ፡ ኢሉ ተላዕለ። ሰረገላታትን ፈረሰኛታትን ቀቅድሚኡ ዚጐዩ ሓምሳ ሰብኣይን ከኣ ገበረ።'
17094,"'Thou shalt bring down the noise of strangers, as the heat in a dry place; even the heat with the shadow of a cloud: the branch of the terrible ones shall be brought low.'",'ከምቲ ንሃሩር ኣብ ደረቕ ምድሪ እተህድኦ፡ ከምኡ ንታዕታዕ ጓኖት ተህድኦ ኣሎኻ፡ ከምቲ ዋዒ ብጽላሎት ደበና ዚዝሕል፡ ከምኡ ናይቶም ጨካናት ደርፊ ዓወት ይዝሕል ኣሎ።'
71614,"'Thus, it is being reported that the human race may have abruptly or unexpectedly disturbed the moon from the ground by living humans.'",'በዚ ከኣ ወዲ ሰብ ብድንገት ወይ ብሃንደበት ንወርሒ ብህይወታውያን ካብ መሬት በሪዞምዋ ክዀኑ ከም ዝኽእሉ እዩ ዝሕበር ዘሎ።'
37352,"'Eventually, as the starting point for the 2020 works, $13 thousand and 400 were spent on the installation of the solar project.'",'ኣብ መወዳእታ፡ ከም መበገሲ ናይ 2020 ዕዮታት፡ ንፕሮጀክት ጸሓያዊ ጸዓት ሽዕብ ዝውዕል 13 ሽሕን 400ን ዶላር ተዋጺኡ።'
6973,"'And she said, Behold, thy sister in law is gone back unto her people, and unto her gods: return thou after thy sister in law.'",'ንሳ ድማ፡ ሰበይቲ ሓሙትኪ እንሃ፡ ናብ ህዝባን ናብ ኣምላኻን ተመሊሳ፡ ንስኺውን ደድሕሪ ሰበይቲ ሓሙትኪ ተመለሲ፡ በለታ።'
35946,'We do not need horn from a bull.','ንእለት ኣተሓሳስባኡ ብምልዋጥ “ካብ ብዕራይ ንሕና ንጐዩ ቀርኒ ኣየድልየናን እዩ።'
9568,"'And they said, It is false; tell us now. And he said, Thus and thus spake he to me, saying, Thus saith the LORD, I have anointed thee king over Israel.'",'ንሳቶም ግና፡ ሓሶት እዩ፡ ንስኻ ግዳ ንገረና፡ በልዎ። ንሱ ኸኣ በለ፡ ከምዝን ከምዝን ተዛረበኒ፡ እግዚኣብሄር ከምዚ ይብል ኣሎ፡ ኣብ እስራኤል ክትነግስ ቀቢኤካ ኣሎኹ፡ በለኒ።'
66882,"'But for the last consecutive years, it has been registering any economic growth in terms of income and exports.'",'እንተኾነ፡ ኣብዚ ዝሓለፈ ተኸታታሊ ዓመታት ኣብ ቁጠባዊ መዳይ ኣታዊን ወጻእን ዝኾነ ዕብየት ከተመዝግብ ጸኒሓ።'
54670,'That means you lose your friends.','በዚ ድማ ፈተውትኻ ኣዕሩኽትኻ ትስእን ማለት እዩ።'
29856,'south','ደቡብ'
9641,"'And when Athaliah heard the noise of the guard and of the people, she came to the people into the temple of the LORD.'",'ዓታልያ ድማ ድምጺ እቶም ዘብዔኛታትን ህዝብን ምስ ሰምዔት፡ ናብቲ ህዝቢ ኣብ ቤት እግዚኣብሄር ኣተወት።'
3357,'And ye shall offer that day when ye wave the sheaf an he lamb without blemish of the first year for a burnt offering unto the LORD.','በታ እንዳእቲ እትውዝውዙላ መዓልቲ ድማ ንእግዚኣብሄር ንዚሐርር መስዋእቲ ጐደሎ ዜብሉ ገንሸል ዓመት ሰውኡ።'
30445,'I have tuberculosis','ሕማም ዓባይ ሰዓል ኣሎኒ'
56515,"'Why was the check chosen despite the online Payment System? The question is, too, the question.'",'ክረዲት ካርድ፡ ኦንላይን ፐይመንት ሲስተም እናሃለዉ ንምንታይ ቸክ ተመሪጹ? ዝብል ሕቶ እውን ክለዓል ዝኽእል እዩ።'
41476,"'Socks have since been distributed in many different styles, colors, and forms.'",'ካብዚ ግዜ’ዚ ኣትሒዙ ካልሲ፡ ብዝተፈላለየ ቅድን ሕብርን መልክዕን ብብዙሕ ቁጽሪ ኣብ ብዙሕ ቦታታት ክዝርጋሕ ክኢሉ እዩ።'
74508,'He had a thorough study of how finance advisers would succeed.','ንሱ ኣማኸርቲ ፋይናንስ ብኸመይ ከም ዝዕወቱ ንኽፈልጥ ዕሙቕ ዝበለ መጽናዕቲ ኣካዪዱ ነይሩ።'
58225,"'According to the psychologist 's advice, he began to practice deep-seated mental-health before he went to bed.'",'ብመሰረት እቲ ሊቕ ስነ ልቦና ዝሃቦ ምኽሪ፣ ቅድሚ ምድቃሱ ብዛዕባ ስእለ ኣእምሮ ዓሚቝ ልምምድ ክገብር ጀሚሩ።'
67591,"'But later, I had been bitterly resentful and hated by one issue.'",'ድሓር ግን ብሓንቲ ጉዳይ ምሒር ተቐይመሉን ጸሊአዮን ነይረ።'
94874,'This is done in the teaching and learning process to ensure that the children learn on their own.','እዚ ከኣ ኣብቲ መስርሕ ምምሃርን ምስትምሃርን እቲ ቈልዑ ባዕሎም ከምዝመሃሩ ንምግባር’ዩ።'
55093,"'Visitors are served with ""Osquihan,"" a combination of rice and foam.'",'ነቶም ክበጽሑዋ ዝመጽኡ ኣጋይሽ “ኦስኪሃን” ዝጽዋዕ ካብ ሩዝን ፋጆልን ዝተዳለወ ጥጥቖ ይቕረበሎም።'
91472,'It is always important to know that a solution begins within you.','ኩሉ ግዜ፡ ፍታሕ ካብ ውሽጥኻ ከም ዝጅምር ምፍላጥ ኣገዳሲ እዩ።'
64064,"'Suddenly, the leaflets were placed on you.'",'ሃንደበት ግን “ደሓን’የ፡” እናበልኩ ቈጽሊ ተነቢሩልኪ።'
33606,"'The new Eritrea is the 27th anniversary of No.28 Dahlak Negasi, a Dignity job.'",'﻿ሓዳስ ኤርትራ መበል 27 ዓመት ቁ.28 ዳህላክ ነጋሲ ስራሕ ክብረት እዩ።'
3201,"'None of you shall approach to any that is near of kin to him, to uncover their nakedness: I am the LORD.'",'ሓደ ሰብ እኳ ቀረባ ዘመዱ ናብ ዘበለት ሕፍረታ ኪቐልዕ ኢሉ ኣይቕረባ። ኣነ እግዚኣብሄር እየ።'
84078,'These kinds of people are not diligent about working.','እዞም ዓይነት ሰባት ንስራሕ ትጕሃት ዘይኰኑ እዮም።'
92352,'Worker bees are affected both inside and out to collect flowers.','ሰራሕተኛ ኣናህብ ጽገ ዕምበባታት ንምእካብ ብውሽጣውን ግዳማውን ኵነታት ይጽለዋ።'
60571,'Parents were invited guests and children.','ወለዲ ዕዱማት ኣጋይሽን ህጻናትን’ዮም ነይሮም ዕዱማትና።'
47663,'Do not expect to be the best friend you can have in people.','እዚ እናገበርካ ኣብ ሰባት ከም ብሉጽ ዓርኪ ክትረአ ኣይትጸበ።'
37132,"'I bought this 'diary' by the coins, which were not of the scales.'",'“ዝገርመኪ በቲ ቅርሺ ወዲ ቅርሺ ዘይኰነ በቲ ሰናቲም’የ ነዛ ‘ዲያሪ’ ገዚአያ።'
31439,'Most crimes are particularly jealousy related to sexual orientation.','መብዛሕትኦም ገበናት ብፍላይ ከኣ ምስ ጾታዊ ዝምደናታት ዝተኣሳሰሩ ቅንኢ’ዩ መንቐሊኦም።'
32682,'Pinch pulled off the pavement and slipped down.','ፒነክዮ ካብቲ ዝነበሮ ቦታ ጽርግያ ሰንጢቑ ንታሕቲ ገጹ ተነቚተ።'
25338,"'This is my commandment, That ye love one another, as I have loved you.'",'ከምቲ ኣነ ዘፍቀርኩኹም፡ ነንሓድሕድኩም ክትፋቐሩ፡ ትእዛዘይ እዚ እዩ።'
37400,'But I am a living witness about how damaging you once.','ግና ሓንሳብ ሓንሳብ ማዕረ ክንደይ ከም ዝሃስየካ ኣነ ህያው ምስክር’የ።'
57089,'This is mainly because the plant stops food processing called photosynthesis.','ናይዚ ቀንዲ ምኽንያት፡ እታ ተኽሊ ፎተሲንተሲስ እተባህለ መስርሕ ምድላው መግቢ ደው ስለ እተብል’ዩ።'
93628,"'• It is also used in the extracting of carbon in steel, and other carbon elements.'",'• ብተወሳኺ ካርቦን ኣብ ስነ ብረት ኣብ ምውጻእ ካልኦት ባእታታት ካርቦን’ውን የገልግል።'
41667,"'We also overcame politics, ethnicity and different politics.'",'ፖለቲካ፡ ናይ ቀቢላ ይኹን ካልእ ዝተፈላለየ ፖለቲካ እውን ሰጊርናዮ።'
23968,"'Return to thine own house, and shew how great things God hath done unto thee. And he went his way, and published throughout the whole city how great things Jesus had done unto him.'",'ናብ ቤትካ ተመለስ፡ ኣምላኽ ከመይ ዝበለ ዓብዪ ግብሪ ኸም ዝገበርልካ ንገር፡ ኢሉ ሰደዶ። ከይዱ ድማ፡ እቲ የሱስ ዝገበረሉ ዘበለ ኣብ ብዘላ እታ ኸተማ ነገረ።'
50786,"'But before it gets too late, you need to be confident of the player 's skill.'",'ቅድሚ ዝኣገረ ግን፡ ብኽእለት እቲ ተሰጋግሮ ተጻዋታይ ክትተኣማመን ኣለካ።'
51888,"'Morale: Knowing what, when and whom we should speak is a safe haven than simply repeating what others say.'",'ሞራል፡- ንዘረባ ካልኦት ሰሚዕና ካብ ምድጋም፡ እንታይ፡ መዓስን ንመንን ክንዛረብ ከምዘለና ምፍላጥ ካብ ሓደጋ የድሕን።'
39502,'What matters is how we can make things work for our benefit and what effort we put in to win this match. ','እቲ ዘገድስ ንነገራት ናብ ረብሓና ከመይ ጌርና ነውዕሎን ነዚ ግጥም ንምዕዋት ከመይ ዝበለ ጻዕሪ ነካይድን እዩ ዝውስኖ” ኢሉ።'
57475,"'They did not quickly knock on the door, thinking that they wanted to think about what to ask.'",'እንታይ ኢለን ከም ዝሓትኣ ክሓስባ ዝደለያ ክመስላ ቅልጥፍ ኢለን ማዕጾ ኣይኳሕኰሓን።'
14638,'He shall come down like rain upon the mown grass: as showers that water the earth.','ከም ዝናም ናብ እተዐጽደ ሸኻ፣ ከምቲ ንምድሪ ዜጥልል ጥሚቕ ኰይኑ ይወርድ።'
73405,'I 've been engaged to 42 with friends who have changed.','ብዓቢኡ ምስቶም ኣዕሩኽና እተቐየሩ እንዳ 42 ተጸሚደ’የ ዝውዕል።'
79262,"'Italy, a former ruler of the country, says that the North African country is not ready for an election.'",'ነታ ሃገር ትገዝእ ዝነበረት ኢጣልያ፡ እታ ሰሜን ኣፍሪቃዊት ሃገር፡ ምርጫ ንኸተካይድ ድልውቲ ከም ዘይኰነት’ያ ትሕብር።'
74134,'We would cry together if something happened to my friend in the same way.','ምስ መሓዛይ ንእሸተይ ነገር ንሓደና እንተ ኣጋጢማ ብሓንሳእ ኢና ንነብዕ።'
61138,"'We offer you a brief tour that we have conducted with the Kenyan Samuel Litaba, who gave the training.'",'ነቲ ስልጠና ምስ ዝሃበ ኬናያዊ ሳሙኤል ሊታባ ዘካየድናዮ ሓጺር ጻንሖት ነቕርበልኩም።'
67627,"'Yes - If we try to lie, she will say, ""A liar!'",'እወ - ክንሕሱ እንተ ፈተንና፡ ባዕላ “ሓሳዊ!” ክትብለና እያ።'
88497,"'If you cannot control them, you have sentenced your life to life in a crocodile for the rest of your life.'",'ነዚኦም ክትቆጻጸሮም ዘይትኽእል እንተ ዄንካ፡ ምሉእ ዕምርኻ ንህይወትካ ኣብ ሓርጎጽጎጽ ክትነብር ፈሪድካያ ማለት’ዩ።'
8521,"'So Gad came to David, and told him, and said unto him, Shall seven years of famine come unto thee in thy land? or wilt thou flee three months before thine enemies, while they pursue thee? or that there be three days' pestilence in thy land? now advise, and see what answer I shall return to him that sent me.'",'ጋድ ድማ ናብ ዳዊት መጺኡ፡ ኣብ ሃገርካ ሾብዓተ ዓመት ጥሜት ኪመጸካዶ፡ ወይ ሰለስተ ወርሒ ኻብ ቅድሚ ጸላእትኻ ኽትሀድም፡ ንሳቶም ከኣ ኪሰጉኻዶ፡ ወይስ ኣብ ሃገርካ ሰለስተ መዓልቲ ፌራ ኪከውንዶ፡ ሕጂ ነቲ ዝለአኸኒ እንታይ ከም ዝመልሰሉ፡ ኣስተውዒልካ ርኤ፡ ኢሉ ነገሮ።'
41739,"'If we try to control what comes to us, we can avoid anger.'",'ንዝመጹና ነገራት ክንቆጻጸሮም እንተ ፈቲንና፡ ካብ ሕርቃን ክንድሕን ንኽእል ኢና።'
53591,'- Ultrafine fruit potatoes should be used in good containers and put into designated uses.','- ኣብ መወዳእታ ዝተኣከበ ምህርቲ ፍረ ምቁር ድንሽ፡ ኣብ ጽቡቕ መትሓዚ ብምግባር፡ ናብ ዝተመደበሉ መዓላ ክውዕል ኣለዎ።'
5833,"'And it shall be, that he that is taken with the accursed thing shall be burnt with fire, he and all that he hath: because he hath transgressed the covenant of the LORD, and because he hath wrought folly in Israel.'",'ኪኸውን ድማ እዩ፡ እቲ ሕርሚ እተረኽቦ፡ ኪዳን እግዚኣብሄር ኣፍሪሱ ኣብ እስራኤል ከኣ ነውሪ ገይሩ እዩ እሞ፡ ንሱን ዘለዎ ዅሉን ብሓዊ ይንደድ።'
7409,"'But the people took of the spoil, sheep and oxen, the chief of the things which should have been utterly destroyed, to sacrifice unto the LORD thy God in Gilgal.'",'ግናኸ እቲ ህዝቢ ኻብተን እተዘምታ ኣባጊዕን ኣሓን ካብቲ ሕሩም ዘዝጸበቐ ንእግዚኣብሄር ኣምላኽካ ኣብ ጊልጋል ኪስውኣሉ ኢሉ ወሰደን፡ በሎ።'
88612,'When is their appointed time? No one will answer a question further.','“መዓስ እዩ’ኸ እቲ ምዱብ ግዜአን?” ሕቶ ወሲኹ ዝምልስ ግን የለን።'
34820,"'However, it is known that gangs appear in adolescence and disappear on their own over time, sometimes over time.'",'ይኹን እምበር ዓዋጅ ኣብ ግዜ ብጽሕና ከምዝርአን ምስ ግዜ ባዕሉ ከምዝጠፍእን፡ ሳሕቲ ግን ምስ ግዜ ከምዝቕጽል ይፍለጥ።'
2165,"'Onyx stones, and stones to be set in the ephod, and in the breastplate.'",'ኣእማን ዕንቍን፡ ንኤፎድን ንሳንቃ ኣፍ ልብን ዚዛነቕ ኣእማንን።'
86142,'Mlete Tesfaye respects the whole - Sawa Dyererey Sawa was not as bad as I feared on the horizon.','ምልእተ ተስፋይ ኣኽበረት ምሉእ - ሳዋ ዳየረይ ሳዋ መቸም ከምቲ ብማዕዶ ዝፈራሕኩዋ ኣይጸንሐትንን።'
92583,"'When the voice of their son was not difficult to recognize, she replied: ""Are you? And you find it and laugh.'",'ድምጺ ወደን ከለልያ ስለ ዘይተጸገማ፡ “ንስኻ ዲኻ? ኣርኪብካ ኸኣ ትስሕቕ ኣለኻ።'
67838,"'They vary according to their kinds, depending on the circumstances and the circumstances.'",'ከከም ዓይነቶም ድማ ጠንቅታቶምን ዓይነታቶምን ይፈላለ እዩ።'
81545,"'We found good entertainment, not just in that place.'",'ኣብ ዘይቦታኡ ደኣ ኰይኑ እምበር፡ ጽቡቕ መዘናግዒ ኢና ረኺብና።'
2982,"'But if any water be put upon the seed, and any part of their carcase fall thereon, it shall be unclean unto you.'",'ኣብ ልዕሊ እቲ ዘርኢ ማይ እንተ ተኻዕዎ እሞ ካብቲ ገምቦም ገለ እንተ ወደቖ፡ ንኣኻትኩም ርኹስ እዩ።'
53594,"'For the sake of the land, she sends her nieces away.'",'ምእንቲ ሃገር፡ ወሊዳ ዝዕበየቶም ደቃ ኣስኒቓ ትሰድድ።'
11445,"'But let none come into the house of the LORD, save the priests, and they that minister of the Levites; they shall go in, for they are holy: but all the people shall keep the watch of the LORD.'",'ግናኸ ናብታ ቤት እግዚኣብሄር ካህናትን እቶም ዜገልግሉ ሌዋውያንን እምበር፡ ካልእ ኣይእቶ። ንሳቶም ቅዱሳን እዮም እሞ፡ ይእተዉ፡ ኲሉ እቲ ህዝቢ ግና ነቲ ሓለዋ እግዚኣብሄር ይሐልዎ።'
14143,"'Though he fall, he shall not be utterly cast down: for the LORD upholdeth him with his hand.'",'እግዚኣብሄር ብኢዱ ይድግፎ እዩ እሞ፣ እንተ ተዐንቀፈ እኳ ፈጺሙ ኣይኪወድቕን እዩ።'
25223,'For the poor always ye have with you; but me ye have not always.','ስለዚ የሱስ፥ ድኻታትሲ ዅሉ ሳዕ ምሳኻትኩም ኣለዉ፡ ንኣይ ግና ኵሉ ሳዕ ኣይትረኽቡንን ኢኹም እሞ፡ ንመዓልቲ ቐብረይ ሐልያቶ እያ፡ ሕደጋ፡ በለ።'
41451,'Skin dirt can also help us to have a skin that is bright.','ኣብ ቈርበትና ዝርከቡ ርስሓት ኣልዩ፡ ብሩህ ቈርበት ንኽህልወና’ውን ይሕግዝ።'
55008,'But he did not continue his family until the finish.','እንተኾነ ክሳብ መፈጸምታ ኣብ ኣበርክቶ ንስድርኡ ኣይቀጸለን።'
28055,"'For kings, and for all that are in authority; that we may lead a quiet and peaceable life in all godliness and honesty.'",'እምብኣርከ ስለ ዅሉ ሰብ፡ ብዅሉ ኣምልኾን ምርዛንን ሃዲእና ብዘይ ህውከት ምእንቲ ኽንነብርሲ፡ ስለ ነገስታትን ስለ ዅሎም መኳንንትን ልማኖን ጸሎትን ምህልላን ምስጋናን ኪግበር፡ ቅድሚ ዅሉ እምዕድ አሎኹ። 3-'
6936,"'And said, O LORD God of Israel, why is this come to pass in Israel, that there should be to day one tribe lacking in Israel?'",'ኣታ እግዚኣብሄር ኣምላኽ እስራኤል፡ ሎሚ ኻብ እስራኤል ሓደ ነገድ ኪጐድልሲ፡ እዚ ስለምንታይ እዩ ኣብ እስራኤል ዝዀነ፧ ድማ በሉ።'
43585,'It is especially holy to understand your partner 's sexuality.','ብፍላይ ናይ መጻምድኻ ጾታዊ ስምዒት ክትርዳእ ቅዱስ ተግባር’ዩ።'
34841,"'Let 's spread rumors about the person and the person, and so on.'",'ምስቲ ሰብ ንጐራፈጥ፡ ብዛዕብኡ ዘየለ ወረ ንዝርግሕ ወዘተ።'
60846,'Sanchez is the most rewarding player in Manchester United.','ሳንቸስ ኣብ ማንቸስተር ዩናይትድ እቲ ዘለዓለ መሃያ ዘለዎ ተጻዋታይ’ዩ።'
41185,'You have suffered the most pain of love.','ስለ’ዚ እቲ ዝኸበደ ናይ ፍቕሪ ስቓይ ጎዲሉልኪ ኣሎ።'
59349,'This was one of the occasions when our good qualities were displayed.','ኣብዚ ሓደ ካብቲ ጽቡቕ ባህሪና እንጸባረቐሉ ኣጋጣሚ’ዩ ነይሩ።'
93483,'Kne is one of the special schools in the priesthood.','ቅኔ ሓደ ኻብቲ ኣብ ቤተ-ክህነት ዝወሃብ ፍሉይ ትምህርቲ እዩ።'
96038,'It is rare that the temperature of the environment arises from 45 or 50.','ምቘት ናይ ኣከባቢ ካብ 45 ወይ 50 ዝልዕለሉ ሳሕቲ’ዩ።'
90751,'The other option is to keep the conversation busy by asking questions.','እቲ ኻልእ ኣማራጺ፡ ሕቶታት ብምቕራብ ነቲ ዕላል ዋሕዙ ከም ዝቕጽል ምግባር እዩ።'
27638,"'The eyes of your understanding being enlightened; that ye may know what is the hope of his calling, and what the riches of the glory of his inheritance in the saints,'",'እሞ ኣዒንቲ ልብኹም በሪሁ፡ ተስፋ ጽውዓኡ እንታይ ምዃኑ፡ ሃብቲ ርስቲ ኽብሩ ኣብ ቅዱሳንውን እንታይ ምዃኑ ኽትፈልጡ፡ እጽሊ ኣሎኹ። 19-'
53136,'What 'fetters' in a cave after water.','እንታይ’ሞ ይዓብስ ‘ድሕሪ ማይ ኣብ በዓቲ’ ኰይኑ።'
56993,'Vitamin D helps the brain to become brighter.','ቫይታሚን ‘ዲ’ ድማ፡ ሓንጎልና በሊሕ ክኸውን ይሕግዞ።'
93833,"'Although she was about to call her boyfriend outside, her parent on the outside prevented her from leaving.'",'ደገ ውጽእ ኢላ ናብ ኣፍቃሪኣ ክትድውል’ኳ እንተሓሰበት፡ እቲ ብደገ ዝጸንሐ ወላዲኣ ግን፡ ንኸይትወጽእ ደኣ ከልከላ።'
68718,"'I 've had a lot of trouble with myself, and I 'm quick to run away from a male close to me.'",'ሰኣን ዓቕመይ ድዩ ወላስ ካልእ ሽግር ሃልዩኒ፡ ካብ ዝቐረበኒ ወዲ ተባዕታይ ቀልጢፈ እየ ዝሃድም።'
10392,"'And Ishpan, and Heber, and Eliel,'",'ይሽጳንን ዔበርን ኤሊኤልን፡'
80273,'You must let them be in their hands.','ተበግሰኦም ኣብ ኢዶም ክኸውን ከተፍቅደሎም ኣለካ።'
93397,'Mexico 's foreign minister erroneously said that the complaint would be filed to the International Criminal Court.','ሚኒስተር ጉዳያት ወጻኢ ሜክሲኮ ብጌጋ እቲ ክሲ ናብ ዓለም-ለኻዊ ገበናዊ ቤት ፍርዲ ጥርዓን ከም ዝቐርብ ሓቢሩ ነይሩ።'
90210,'Students and guests are amazed that there are so many harmful ingredients in cigarettes.','ተመሃሮ ይኹኑ ኣጋይሽ፡ ኣብ ሽጋራ ክንድኡ ዝኣክል ጎዳእቲ ቀመማት ምህላዎም የገርሞም’ዩ።'
59071,'The disease is so severe that it cannot be cured.','እቲ ሒዝዎ ዘሎ ሕማም እምብዛ ብርቱዕ ስለ ዝዀነ ክሓዊ ከም ዘይክእል ርዱእ’ዩ።'
77673,"'When she arrived, she called out: ""My bad lizard.'",'ኣብኡ ምስ በጽሐት ድማ፦ “ባሻይ ጠበቕ” ክትብል ኣድሃየት።'
85277,"'You have a beautiful baby who, in her discreet words, 'gives birth to a mother and takes care of her'.'",'ሓንቲ ደስ እተብል፡ ብዘረባ ለባምት ‘ኣደ ወሊዳ ትምከን’ እተብል፡ ንፍዕቲ ውላድ ኣለትካ።'
96028,'They can give you back the rounds they want you to learn.','ነቲ ትማሃሮ ዙርያታት ካብ ዝደለዩዎ ክመልሱኻ ይኽእሉ።'
26834,"'I commend unto you Phebe our sister, which is a servant of the church which is at Cenchrea:'",'ንፌቤን ሓብትና፡ እታ ኣገልጋሊት ማሕበር ክንክርኤስ ግዳ፡ ኤማዕቊበኩም ኣሎኹ።'
