Unnamed: 0,Source,Target
7395,"'And Saul said unto the Kenites, Go, depart, get you down from among the Amalekites, lest I destroy you with them: for ye shewed kindness to all the children of Israel, when they came up out of Egypt. So the Kenites departed from among the Amalekites.'",'ሳኦል ድማ ንቄናውያን፡ ንስኻ ንዅሎም ደቂ እስራኤል ካብ ግብጺ ኺድይቡ ኸለዉ፡ ምሕረት ጌርካሎም ኢኻ እሞ፡ ምሳታቶም ከየጥፍኣኩምሲ ኺዱ፡ ካብ ማእከል ኣማሌቃውያን ተፈሊኹም ውረዱ፡ በሎም። ቄናውያን ከኣ ካብ ማእከል ኣማሌቃውያን ኣግለሱ።'
81094,'It also served as an upgraded mountain from Asmara.','ብተወሳኺ፡ ካብ ኣስመራ ናብ ከረን ዘገልግል ዝነበረ’ውን ተመሓይሹ ከምዘገልግል ኰይኑ።'
90131,"'Chong, 20, has played six games this season and 19-year-old GOMEZ has played four games.'",'ወዲ 20 ዓመት ቾንግ ኣብዚ ወቕቲ ሽዱሽተ ጸወታታት ክስለፍ ከሎ ወዲ 19 ዓመት ጎመዝ ከኣ ኣርባዕተ ጸወታታት ተጻዊቱ’ሎ።'
16002,'An inheritance may be gotten hastily at the beginning; but the end thereof shall not be blessed.','እቲ ብመጀመርታ ቐልጢፉ እተአከበ ርስቲ መወዳእታኡ ኣይኪባረኽን እዩ።'
28467,"'Accounting that God was able to raise him up, even from the dead; from whence also he received him in a figure.'",'ኣምላኽ ካብ ምዉታት ድማ ኬተንስኦ ኸም ዚከአሎ ሐሲቡ፡ ካብኡውን ብምሳሌ መሊሱ ረኸቦ።'
5343,"'And when the LORD thy God hath delivered it into thine hands, thou shalt smite every male thereof with the edge of the sword:'",'እግዚኣብሄር ኣምላኽካ ኣብ ኢድካ ምስ ሀበካ ድማ፡ ንብዘሎ ተባዕታይ ብስሕለት ሴፍ በሎ።'
24040,"'For the Son of man is not come to destroy men's lives, but to save them. And they went to another village.'",'ምልስ ኢሉ፥ ወዲ ሰብ ነፍሳት ሰብ ኬድሕን እምበር፡ ኬጥፍእሲ ኣይመጸን እሞ፡ ናይ ኣየናይ መንፈስ ምዃንኩም ኣይትፈልጡን ኢኹም፡ እናበለ ገንሖም። ናብ ካልእ ዓዲ ኸኣ ኸዱ።'
58622,'It is only 1768 hectares in action.','ኣብ ተግባር ዝተሰርሓሉ ግን፡ 1768 ሄክታር እዩ።'
39839,'Meleso looks difficult to believe due to the report.','ተመልሶ ብዝተነግሮ ውጽኢት ክኣምን ዝተሸገረ ይመስል።'
56845,'A number of factors should be considered in the determination of the sequence of crop changes.','ኣብ ምውሳን ናይቲ ቅደም-ተኸተል ምቅይያር ዘራእቲ፡ ዝተፈላለዩ ረቛሒታት ኣብ ግምት ክኣትዉ ይግባእ።'
6501,"'And the LORD looked upon him, and said, Go in this thy might, and thou shalt save Israel from the hand of the Midianites: have not I sent thee?'",'ሽዑ እግዚኣብሄር ናብኡ ግልጽ ኢሉ፡ ልኢኸካዶ ኣይኰንኩን፧ በዚ ሓይልኻ እዚ ኼድካ ንእስራኤል ካብ ኢድ ሚድያን ኣድሕኖም፡ በሎ።'
63317,"'But under any circumstances, it was necessary to disrupt.'",'ኣብ ትሕቲ ዝዀነ ጉዳይ ግን ምዝላቕ ግድን ክትግበር ነበሮ።'
79306,"'I asked him, 'I could bother the conversation,' so I couldn 't.'",'‘ዝርርብና ከሰልክዮ ይኽእን’ዩ’ ዝብል ግምት ስለ ዝነበረኒ እና ተሸቑረርኩ’የ ሓቲተዮ።'
26729,"'But what saith the answer of God unto him? I have reserved to myself seven thousand men, who have not bowed the knee to the image of Baal.'",'ምላሽ ኣምላኽከ እንታይ በሎ፧ ንበዓል ዘይሰገዱ ሾብዓተ ሽሕ ሰብኣይ ንርእሰይ ኣትሪፈ ኣለኹ።'
37492,"'One of you is my mother, who has always been married and has had trouble with me.'",'ሓንቲ ካባኹም እኳ፡ እታ ወትሩ ተመርዖ እናበለት ተሸግረኒ ኣደይ’ያ።'
22433,"'And I say also unto thee, That thou art Peter, and upon this rock I will build my church; and the gates of hell shall not prevail against it.'",'ኣነ ኸኣ እብለካ አሎኹ፡ ንስኻ ጴጥሮስ ኢኻ። ንማሕበረይ ከኣ ኣብዛ ኸውሒ እዚኣ ኽሃንጻ እየ፡ ደጌታት ሲኦል ድማ ኣይሕይልዋን።'
69704,'This makes it possible for parents to check that both are not related relatives.','በዚ ምኽንያት እዚ ድማ’ዩ ቅድሚ ኩሉ ወለዲ ክልቲኦም፡ ተጻመድቲ ኣዝማድ ኮይኖም ምእንቲ ከይርከቡ ምጽራይ ዝግበር።'
81973,'Important people are people who are not necessarily in the interests of others who are in dispute with a prescription or decision.','ኣገደስቲ ሰብ ጉዳይ ካልኦት ኣብ ዝከራኸሩሉ መዝገብ ብዝወሃብ ትእዛዝ ወይ ውሳኔ ናይ ግድን ረብሓኦም ዝጉድኡ ሰባት’ዮም።'
54594,"'You will say, They will never see you again.'",'ትብል ነይራ ክትብል ኢኻ ድሕሬኻ ዝረኣይዋ ቦግ ከብሉኻ’ዮም።'
47380,'It can take 60 days if it is maintained in 2.50.','ኣብ 2.50 ምስ ዝዕቀብ ድማ፡ 60 መዓልታት ክወስደሉ ይኽእል።'
48642,"'What about you? """" I missed you. ""She just jumped out of her grasp.'",'“ጽቡቕ ንስኺኸ ከመይ ቀኒኺ?” “ናፊቐኪ ቀንየ?” ብምባል ዘቢባ ካብ ዝነበረቶ ብድድ በለት።'
38266,"'I mean the most, and there is someone who doesn 't get any better, welcoming his entire era.'",'እቲ ዝበዝሐ ማለተይ እምበር፡ ምሉእ መዋእሉ ብምቕባል እናነበረ ዕጥጥ ዘይብሎ እውን ኣሎ።'
4939,"'The likeness of any beast that is on the earth, the likeness of any winged fowl that flieth in the air,'",'ኣብ ልዕሊ ምድሪ ናይ ዘሎ ምስሊ ዂሉ እንስሳ፡ ምስሊ መንፈሪ ዘለዋ ኣብ ሰማይ እትነፍር ዑፍውን፡'
35827,'The best thing is to know how the mind works.','እቲ ዝበለጸ ግን ኣእምሮ ከመይ ይሰርሕ ምፍላጥ’ዩ።'
69577,'Passengers who watched this climbed by taking rescue boats down to the sea.','ነዚ ዝተዓዘቡ ተጓዓዝቲ ድማ ናይ ድሕነት ጀላቡ ናብ ባሕሪ ብምውራድ ናብአን ሓዀሩ።'
26803,"'But if thy brother be grieved with thy meat, now walkest thou not charitably. Destroy not him with thy meat, for whom Christ died.'",'ሓውካ በቲ ብልዕኻ እንተ ጐሃየ፡ ደጊም ብፍቕሪ ኣይኰንካን እትኸይድ ዘሎኻ እሞ፡ ነቲ ክርስቶስ ዝሞተሉ ብብልዕኻ ኣይተጥፍኣዮ። 16-'
1718,"'And they took ashes of the furnace, and stood before Pharaoh; and Moses sprinkled it up toward heaven; and it became a boil breaking forth with blains upon man, and upon beast.'",'ሽዑ ሓመዅስቲ እቶን ወሲዶም ኣብ ቅድሚ ፈርኦን ደው በሉ። ሙሴ ኸኣ ናብ ሰማይ ኣቢሉ ፋሕ ኣበሎ። ኣብ ሰብን ኣብ ማልን ድማ ፎቕፎቕ ዝበለ ሕበጥ ኰነ።'
342,"'And he blessed him, and said, Blessed be Abram of the most high God, possessor of heaven and earth:'",'ንሱ ድማ፡ ኣብራም በቲ ልዑል ኣምላኽ፡ ጐይታ ሰማይን ምድርን፡ ብሩኽ ይኹን፡'
33382,"'The orientation or talent without education is like a golden liquid alone, or like a flowed star.'",'ዝምባለ ወይ ተውህቦ ብዘይ ትምህርቲ በይኑ ልክዕ ከም ዝፈሰመ ወርቂ፣ ወይ’ውን ከምቲ ብማዕዶ ዝርአ ዝፈሰመ ኮኾብ እዩ።'
65244,'Ronaldo qualified for the record in 308 games he played for Madrid.','ሮናልዶ ማልያ ማድሪድ ወድዩ ካብ ዘካየዶ 308 ጸወታታት እዩ ነዚ ክብረወሰን ክመዓራረዮ በቒዑ።'
91347,'We 're also getting more and more control over the prevalence of malaria.','ተርእዮ ሕማም ዓሶ’ውን በብግዜኡ እናተቖጻጸርናዮ ንኸይድ ኣለና።'
90075,'Dahlak was relegated without a goal during the game after they homered.','ዳህላክ ምስ ገደም ኣብ ዘካየድኦ ጸወታ ድማ ብዘይ ሸቶ ተፈላልየን።'
51506,'Building up a pool of energy requires a minimum labor force.','ኣብ ምህናጽ ጋብላዊ መስኖ፡ ዝተሓተ ዓያዪ ጉልበት ዓቕሚ-ሰብ የድሊ።'
29360,'Have you done your homework?','ዕዮ ገዛ ስርሕኹሞ ዶ፧'
39595,"'They possess very long legs, with no fingernails.'",'ዝኾነ ይኹን ጽፍሪ ዘይብሉ ኣዝዮም ነዋሕቲ ቀዳሞት መሓውር ከኣ ይውንኑ።'
48682,"'I 'm sure that once Minwale gets harvested, he gives her hope. '",'በዚን በትን ኢሉ ሓንሳብ ሚነዋለ ሓንሳብ ዓጺድ እናበለ መቸም ተስፋ እዩ ዝህባ” ይብላ።'
38408,"'She had been a taboo-wielding thief, capturing the enemy even in her physical appearance.'",'ንጸላኢ ከኣ ብኣካላዊ ትርኢታ ከይተረፈ ማሪኻ ፈዘዝ ቀዘዝ ተቦሎ ነይራ እያ።'
35705,"'After some 30 years of bitter and bloody war, he was able to enjoy the cost of life for the 10 ""s thousands.'",'ድሕሪ ናይ ኣስታት 30 ዓመት መሪርን ደማዊ ኲናትን ድማ ብዋጋ ህይወት 10ታት ኣሽሓት ሓርነቱ ከስተማቕር በቒዑ።'
45930,'Most species of scorpions lay eggs inside themselves.','ዝበዝሑ ዓሌታት ዕንቅርቢት ባሕሪ ኣብ ውሽጢ ነብሶም እንቋቕሖ ይጸፍዩ።'
8950,"'Because that they have forsaken me, and have worshipped Ashtoreth the goddess of the Zidonians, Chemosh the god of the Moabites, and Milcom the god of the children of Ammon, and have not walked in my ways, to do that which is right in mine eyes, and to keep my statutes and my judgments, as did David his father.'",'ንኣይ ሐዲጎም ንኣስታርተ፡ ነታ ኣምላኽ ሲዶናውያን፡ ንኸምጽ ኣምላኽ ሞኣብ፡ ንሚልኮም ኣምላኽ ደቂ ዓሞን ስለ ዝሰገዱ፡ ከም ኣቦኡ ዳዊት ገይሮም እቲ ኣብ ቅድመይ ቅኑዕ ዝዀነን እቲ ሕጋጋተይን ፍርድታተይን ኪገብሩ ድማ ብመገደይ ኣይከዱን።'
71407,"'And if you want history, go to men of history and don 't get into a car, get it on your feet.'",'“ታሪኽ ካብ ደለኹም ከኣ ናብ ሰብ ታሪኽ ኪዱ፡ ማኪና ዘይትኣትዎ እንተኾነኩም’ውን ብእግርኹም ብጽሕዎ።'
2544,"'And the rulers brought onyx stones, and stones to be set, for the ephod, and for the breastplate;'",'ብሸነኽ ድሕሪኡ ነቲ ማሕደር፡ ብሸነኽ ምዕራቡ ድማ ሽዱሽተ ሉሕ ገበረ።'
73992,'But pro-democracy leader Nancy Pelosi has said that Trump is to blame and that an investigation is not available.','መራሒት ሰልፊ ዲሞክራሲ ናንሲ ፔሎሲ ግና፡ ትራምፕ ተሓታቲ ከም ዝዀነን መርመራ ከምዘይተርፈሉን ገሊጻ ኣላ።'
70664,'- Abraham Maslow education is tolerance.','” - ኣብርሃም ማስሎው  ትምህርቲ፡ ተጻዋርነት እዩ።'
44075,"'I 'd be comfortable thinking that if I had been scorched as a kid, but not as I am.'",'ከም’ዚ ከማይ ደኣ ኣይትኹን እምበር፡ ከም ቆልዓ ኣሕርር እንተ ተብለኒ ነይራ ከም መቕጻዕተይ ምሓሰብኩ’ሞ ምፈኾሰኒ።'
43710,"'There was no alternative, but to escape as much as possible from enemy bottles.'",'ካብኡ ንንየው፡ ብዝተኻእለ መጠን ካብ ኣፈሙዝ ጸላኢ ምምላጥ እምበር፡ ካልእ ኣማራጺ ኣይነበረን።'
51967,"'To reverse this, it is necessary to explore the use of such a crime in the Criminal Code.'",'ነዚ ንምምላስ፣ ከምዚ ተግባር’ዚ ምፍጻም ኣብ መሰጋገሪ ገበናዊ ሕጊ ኤርትራ ከም ገበን ተጠቒሱ ምህላዉ ምድህሳስ የድሊ።'
68114,"'The former CHELSEA coach says he won 't spend too much money on his club, the Premier League champion.'",'እዚ ናይ ቅድም ኣሰልጣኒ ቸልሲ፡ ኣብ’ዛ ሻምፕዮን ፕሪመር ሊግ ዝኾነት ክለቡ ብዙሕ ገንዘብ ከምዘየጥፍእ ይገልጽ።'
69748,"'The basic elements are cell, D., and.'",'እቶም መሰረታውያን ባእታታት ዋህዮን ዲ. ኤን. ኤን እዮም።'
9393,"'For thus saith the LORD, Ye shall not see wind, neither shall ye see rain; yet that valley shall be filled with water, that ye may drink, both ye, and your cattle, and your beasts.'",'እግዚኣብሄር ከምዚ ይብል ኣሎ፡ ንፋስ ኣይትርእዩን፡ ዝናምውን ኣይትርእዩን፡ እዚ ርባ ደአ ባዕሉ ማይ ይመልእ እሞ፡ ንስኻትኩምን እንስሳኹምን ከብትኹምን ክትሰትዩ ኢኹም።'
67347,'Cheap and well-suited foods are always important for mixing and using the right amount.','ኩሉ ግዜ ሕሱርን ዝሰማማዕን መግቢ፡ ብግቡእ ዓቐን ምሕዋስን ምጥቃምን ኣገዳስነት ኣለዎ።'
74843,'Elders care for the men without intimidating their mate.','ዓበይቲ ዓዲ፡ እቶም ሰብኡት ንመጻምዶም ከየፈራርሁ ይከታተሉ።'
7433,"'Again, Jesse made seven of his sons to pass before Samuel. And Samuel said unto Jesse, The LORD hath not chosen these.'",'እሴይ ድማ ንሾብዓተ ደቁ ናብ ቅድሚ ሳሙኤል ኣሕለፎም። ሳሙኤል ከኣ ንእሴይ፡ እግዚኣብሄር ነዚኣቶም ኣይሐረዮምን፡ በለ፡'
6318,"'I sent Moses also and Aaron, and I plagued Egypt, according to that which I did among them: and afterward I brought you out.'",'ንሙሴን ንኣሮንን ልኢኸ ኸኣ ንግብጺ፡ ከምቲ ኣብ ማእከላ ዝገበርክዎ ገይረ፡ ወቓዕክዋ፡ ድሕርቲ ድማ ኣውጻእኩኹም፡'
48283,"'But at that point, one of my teammates would go to study bran, and he would be crippled by disease.'",'እንተኾነ፡ ኣብቲ እዋን እቲ ሓደ ካብ ደቂ ጋንታይ ብሬን ክመሃር ይኸይድ እሞ፡ ብሰንኪ ሕማም ካብቲ ትምህርቲ ይሰናኸል።'
13325,"'Howbeit he will not stretch out his hand to the grave, though they cry in his destruction.'",'ግናኸ ዚወድቕ ሰብዶ ኢዱ ኣይዝርግሕን ወይስ ጥፍኣት ዝመጾዶ ኣየእውን እዩ'
40623,'But let 's reiterate that it cannot qualify for publication without a clear address or telephone number.','ንጹር ኣድራሻን ቁጽሪ ተለፎንን ዘይብሉ ንሕትመት ክበቅዕ ከምዘይክእል ግን ደጊምና ነፍልጥ።'
80323,'There were fewer times when we would eat tea in competition or practice.','ኣብ ውድድር ወይ ልምምድ ውዒልና ሻሂ ብባኒ እንበልዓሉ ግዜያት ውሑድ ኣይነበረን።'
22708,'Then let them which be in Judaea flee into the mountains:','ሽዑ ኣብ ይሁዳ ዘለዉ ናብ ኣኽራን ይህደሙ።'
70986,"'From there, I represented my school, then in the circuit, and then in the district, and then in national competitions.'",'ካብኡ ንቤት ትምህርተይ ወኪለ፡ ኣብ ወረዳ ቀጺለ ኣብ ኣውራጃ ብድሕሪኡ ከኣ ኣብ ሃገራዊ ውድድራት ክሳተፍ ክኢለ።'
56134,"'When a ""tactic"" that represents smell is touching on these nerves, these nerves send a message to the brain.'",'ንጨና ዝውክል “ሜለኵል” ኣብ’ዞም መትኒታት ምስ ተንከፈ፡ እዞም መትኒታት ድማ ናብ ሓንጐልና መልእኽቲ ይሰዱ።'
68065,"'What did they say?"" He said. ""I say to him.'",'ካብኡ ነዚ ዝተዛረበኒ ወዲ “እንታይ ድዩ ነገሩ?” እብሎ።'
64387,'More than 40 other visitors have been seriously and lightly injured in the attack.','በቲ መጥቃዕቲ ካልኦት ልዕሊ 40 ዕዱማት’ውን ብኸቢድን ፈኲስን ቆሲሎም ኣለዉ።'
70142,'The devastation on people and property prompted me to write this opinion.','ብሰንኩ ኣብ ልዕሊ ሰብን ንብረትን ዝወርድ ዘሎ ዕንወት ድማ’ዩ ነዚ ርእይቶ ክጽሕፍ ደሪኹኒ።'
11060,"'And the flowers, and the lamps, and the tongs, made he of gold, and that perfect gold;'",'ናይ ወርቂ፡ ንሱ ኸኣ ፍጹም ወርቂ፡ ዕምባባታትን ቀልዒ ቐነዲልን መሳቐዪታትን፡'
80754,'- The bidder makes a bid in a box of packed mail for the price offered in Asmara in September.','- ተጫራታይ ንዘቕርቦ ዋጋ ኣብ ቤ/ጽ ባሕቲ መስከረም ኣስመራ ብዝተዓሸገ ፖስታ ኣብ ሳንዱቕ ጨረታ የእቱ።'
52346,'Most people choose certain life experiences to deny or deny something.','መብዛሕትኡ ሰብ ንገለ ናይ ህይወት ተመኩሮታት መሪጹ ንገለ ክነጽጐምን ክኽሕዶምን ይርአ።'
87779,"'I 've singed a song, 'We 're not a dry time to fit in.'",'“ኣታ፡ ‘ንሰማማዕ ንቑርብ ግዜ ኢና ኣይኮንናን ነበርቲ’ እትብል ደርፊ ደሪፈ ኣለኹ።'
23602,"'And they went forth, and preached every where, the Lord working with them, and confirming the word with signs following. Amen.'",'ንሳቶም ድማ ወጺኦም ኣብ ኵሉ ሰበኹ። ጐይታ ምሳታቶም ይገብር፡ ነቲ ቓልውን ብዚስዕብ ተኣምራት የጽንዖ ነበረ።'
16716,"'Say ye to the righteous, that it shall be well with him: for they shall eat the fruit of their doings.'",'ንጻድቕ፡ ፍረ ግብሩ ኺበልዕ እዩ እሞ፡ ተዐዊትካ በልዎ።'
7889,"'And there was a very sore battle that day; and Abner was beaten, and the men of Israel, before the servants of David.'",'በታ መዓልቲ እቲኣ ድማ እቲ ውግእ ኣዝዩ በርትዔ፡ ኣብኔርን እቶም ሰብ እስራኤልን ከኣ ኣብ ቅድሚ ገላዉ ዳዊት ተሳዕሩ።'
20160,"'Ye eat the fat, and ye clothe you with the wool, ye kill them that are fed: but ye feed not the flock.'",'ነቲ ስቡሕ ትበልዑ፣ ጸምሪ ትኽደኑ፣ ነቲ ዝሰብሔ ትሐርዱ፣ ነቲ መጓሰ ግና ኣይትኣልዩን።'
7677,"'The LORD judge between me and thee, and the LORD avenge me of thee: but mine hand shall not be upon thee.'",'ኣቦየ፡ ርኤ፡ እወ፡ እቲ ጫፍ ክዳንካ ኣብ ኢደይ ከም ዘሎን፡ ርኤ፡ ጫፍ ክዳንካ ክቘርጽ ከሎኹ፡ ንኣኻ ብዘይ ምቕታለይ ኣብ ኢደይ ክፍኣት ኰነ፡ በደል ኰነ ከም ዜልቦ ፍለጥን ርኤን። ንስኻ ኸኣ ንነፍሰይ ክትወስድ እትደሊ ኽነስኻስ፡ ኣባኻ ኣይሐጣእኩን።'
54570,"'But when I refused, ""Don 't see me anymore,"" we were relegated.'",'ኣነ ግን “ድሕሪ ሕጂ ከይትረኣየኒ” ኢለ ምስ ኣበኹዎ፡ ንመወዳእታ ተፈላሊና።'
47144,"'If the two optic genes are of the same color, the colour of the eye becomes theirs.'",'እቶም ክልተ ናይ ዓይኒ ጂናት ሓደ ዓይነት ሕብሪ እንድሕር ኣለዎም፡ ሕብሪ ዓይኑ ከም ናቶም ይኸውን።'
37382,"'In Amharic, the lost skin disease in the world that we call maladministration is called ""revelry.'",'እቲ ንሕና ብትግርኛ በዲዶ እንብሎ ካብ ዓለም ዝጠፍአ ናይ ቈርበት ሕማም ብኣምሓርኛ “ፈንጣጣ” ተባሂሉ’ዩ ዝጽዋዕ።'
20772,"'A fiery stream issued and came forth from before him: thousand thousands ministered unto him, and ten thousand times ten thousand stood before him: the judgment was set, and the books were opened.'",'ውሒዝ ሓዊ ይውሕዝ፣ ካብ ቅድሚኡ ኸኣ ይወጽእ ነበረ። ሽሕ ጊዜ ሽሕ የገልግልዎ፣ እልፊ ጊዜ እልፊ ድማ ኣብ ቅድሚኡ ቘይሞም ነበሩ። ፍርዲ ዀነ፣ መጻሕፍቲውን ተገንጸለ።'
10078,"'Jetur, Naphish, and Kedemah. These are the sons of Ishmael.'",'የጡርን ናፊሽን ቄድማን። እዚኣቶም ደቂ እስማኤል እዮም።'
34023,"'You can knock on, change clothes, skip, and do a lot of things.'",'ኩሕሊ ክትኳሓሓል፡ ክዳውንቲ’ውን ክትቀያይር፡ ክትሰላለም፡ ብዙሕ ነገራት ክትገብር ትኽእል ኢኻ።'
86843,"'After drifting water from the dam into a water-driven engine, it was converted into mechanical energy to generate electricity.'",'ካብቲ ዲጋ ብጻዕቂ ዝወጽእ ማይ ናብቲ ብማይ ዝዘውር ሞተር ድሕሪ ምዕላብ፡ ናብ ሜካኒካዊ ጸዓት ተቐይሩ ኤለትሪክ የመንጩ።'
81525,"'The Special Disaster Risk Reduction to the 7th of October 17, 2018 - page 8.'",'እዞም ዝተጠቕሱ ተርእዮ ሓደጋ ፍሉያት ናብ 7ይ ገጽ ይቕጽል 17 ጥቅምቲ 2018 - ገጽ 8።'
82802,"'Last Sunday, his older brothers and father left Luck at home alone to put out the local fire.'",'ንሱ ዝሓለፈ ሰንበት ዓበይቲ ኣሕዋቱን ኣቦኡን ነቲ ኣብቲ ከባቢ ንዝተፈጥረ ሓዊ ንምጥፋእ ንሉክ ንበይኑ ኣብ ገዛ ገዲፎሞ ከዱ።'
36279,'It allowed many jobs to be withdrawn.','ካብኣ ዝተበገሱ ብዙሕ ስራሕ ከፍርዩ ድማ ኣኽኢሉ።'
63314,'They can lead them to a feeling of low self-esteem in middle-age.','ኣብ ማእከላይ ዕድመ ናብ ቅዛነት ከምርሑዎም ይኽእሉ።'
6439,"'And I will draw unto thee to the river Kishon Sisera, the captain of Jabin's army, with his chariots and his multitude; and I will deliver him into thine hand.'",'ንባራቅ ወዲ ኣቢኖዓም፡ ካብ ቃዴስ ንፍታሌም ልኢኻ ጸዊዓ ድማ፡ እግዚኣብሄር ኣምላኽ እስራኤል፡ ኣነ ንሲሰራ ሐለቓ ሰራዊት ያቢን ምስናይ ሰረገላታቱን ሰራዊቱን ናባኻ ኣብ ርባ ቂሶን ስሒበ ኣብ ኢድካ ኽህበካ እየ እሞ፡ ኪድ፡ ካብ ደቂ ንፍታሌምን ካብ ደቂ ዛብሎንን ምሳኻ ዓሰርተ ሽሕ ሰብኣይ ሒዝካ ናብ ከረን ታቦር ተጐዐዝ፡ ኢሉዶ ኣይአዘዘካን እዩ፧ በለቶ።'
